90,Label,Environment - EN,Norm - EN,Demographic features - EN,scope - EN,Age - EN,Gender - EN,Religion - EN,Ethnicity - EN,Family status - EN,Family role - EN,Educational roles - EN,Social status - EN,Age - FA,Gender - FA,Religion - FA,Ethnicity - FA,Family status - FA,Family role - FA,Educational roles - FA,Social status - FA,Demographic features - FA,Norm - FA,Environment - FA
451,Expected,Government office,Using Persian language in official government communications,,Specific,,,,,,,,,,,,,,,,,,استفاده از زبان فارسی در مکاتبات رسمی دولتی,ادارات دولتی
452,Taboo,Government office,Using profane and insulting language,,General,,,,,,,,,,,,,,,,,,استفاده از کلمات رکیک و توهین آمیز,ادارات دولتی
453,Expected,Government office,Using respectful language,,General,,,,,,,,,,,,,,,,,,استفاده از لحن و کلمات محترمانه,ادارات دولتی
454,Normal,Government office,Wearing chador in government premises,female,Specific,,female,,,,,,,,زن,,,,,,,زن,استفاده از چادر برای زنان در اماکن دولتی,ادارات دولتی
455,Taboo,Government office,Wearing dirty and unkempt clothes,,General,,,,,,,,,,,,,,,,,,پوشیدن لباس های کثیف و ژولیده,ادارات دولتی
456,Taboo,Government office,Working remotely from home,,General,,,,,,,,,,,,,,,,,,کار کردن از راه دور و خانه,ادارات دولتی
457,Expected,Grandmother's home,Assisting grandmother with chores,,General,,,,,,,,,,,,,,,,,,کمک به مادربزرگ در انجام کارها,خانه مادربزرگ
458,Expected,Grandmother's home,Avoiding waste and extravagance,,General,,,,,,,,,,,,,,,,,,پرهیز از اسراف و ریخت و پاش,خانه مادربزرگ
459,Expected,Grandmother's home,Caring for and supporting elderly relatives,,General,,,,,,,,,,,,,,,,,,مراقبت و حمایت کردن از بستگان مسن,خانه مادربزرگ
460,Taboo,Grandmother's home,Complaining and disrespect towards grandparents,,General,,,,,,,,,,,,,,,,,,غر زدن و بی احترامی به پدربزرگ و مادربزرگ,خانه مادربزرگ
461,Expected,Grandmother's home,Expressing respect for grandmother,young; ,General,young,,,,,,,,جوان,,,,,,,,جوان; ,ابراز احترام به مادربزرگ,خانه مادربزرگ
462,Normal,Grandmother's home,Inquiring about children's academic progress,grandfather,General,,,,,,grandfather,,,,,,,,بابا بزرگ,,,بابا بزرگ,پرس و جو کردن در مورد پیشرفت تحصیلی فرزندان,خانه مادربزرگ
463,Expected,Grandmother's home,Insisting guests accept offers out of hospitality,,Specific,,,,,,,,,,,,,,,,,,اصراربه میهمان بر پذیرش تعارف,خانه مادربزرگ
464,Taboo,Grandmother's home,Introducing opposite gender partner to family,,Specific,,,,,,,,,,,,,,,,,,معرفی نامزد جنس مخالف به خانواده,خانه مادربزرگ
465,Expected,Grandmother's home,Providing hospitality,grandmother,General,,,,,,grandmother,,,,,,,,مادر بزرگ,,,مادر بزرگ,میهمان نوازی,خانه مادربزرگ
466,Expected,Grandmother's home,Respecting family traditions,,General,,,,,,,,,,,,,,,,,,احترام گذاشتن به سنت های خانوادگی,خانه مادربزرگ
467,Expected,Grandmother's home,Respecting the host by accepting hospitality,,General,,,,,,,,,,,,,,,,,,احترام به میزبان با پذیرفتن پذیرایی,خانه مادربزرگ
468,Expected,Grandmother's home,Showing respect toward elders,young; ,General,young,,,,,,,,جوان,,,,,,,,جوان; ,نشان دادن احترام به بزرگترها,خانه مادربزرگ
469,Expected,Grandmother's home,Using respectful phrases when addressing elderly,young; ,General,young,,,,,,,,جوان,,,,,,,,جوان; ,استفاده از جمله های محترمانه در صحبت با افراد مسن,خانه مادربزرگ
470,Normal,Grandmother's home,Using respectful phrases when addressing elderly,elderly; ,General,,,,,,,,,,,,,,,,,مسن; شخص,استفاده از جمله های محترمانه در صحبت با افراد مسن,خانه مادربزرگ
471,Expected,Grandmother's home,Warmly welcoming and hosting guests,,General,,,,,,,,,,,,,,,,,,استقبال و پذیرایی گرم از میهمانان,خانه مادربزرگ
472,Expected,Guesthouse,Cleaning up accommodation before leaving,,General,,,,,,,,,,,,,,,,,,تمیز کردن محل اقامت قبل از ترک,مسافرخانه
473,Expected,Guesthouse,Eating halal food,,Specific,,,,,,,,,,,,,,,,,,خوردن غذای حلال,مسافرخانه
474,Taboo,Guesthouse,Gathering and making noise at inappropriate hours,,General,,,,,,,,,,,,,,,,,,تجمع و سر و صدا در ساعات نامناسب,مسافرخانه
475,Taboo,Guesthouse,Having inappropriate relations,,General,,,,,,,,,,,,,,,,,,داشتن روابط نامشروع,مسافرخانه
476,Expected,Guesthouse,Providing shelter to guests and travelers,,General,,,,,,,,,,,,,,,,,,پناه دادن به میهمانان و مسافران,مسافرخانه
477,Normal,Guesthouse,Traditionally hosting foreign guests,,Specific,,,,,,,,,,,,,,,,,,پذیرایی سنتی از مهمانان خارجی,مسافرخانه
478,Expected,Gym,Avoiding alcohol use,,General,,,,,,,,,,,,,,,,,,اجتناب از مصرف الکل,باشگاه ورزشی
479,Expected,Gym,Avoiding offensive behavior towards others,,General,,,,,,,,,,,,,,,,,,اجتناب از رفتارهای زننده در برابر دیگران,باشگاه ورزشی
480,Expected,Gym,Avoiding performance-enhancing drugs,,General,,,,,,,,,,,,,,,,,,پرهیز از مصرف مواد مخدر,باشگاه ورزشی
481,Normal,Gym,Having dedicated sections of recreational facilities,female,Specific,,female,,,,,,,,زن,,,,,,,زن,داشتن بخش‌های مجزا در تأسیسات تفریحی,باشگاه ورزشی
482,Expected,Gym,Having gender segregation in pools and sports facilities,,Specific,,,,,,,,,,,,,,,,,,جدایی جنسیتی در استخرها و سالن های ورزشی,باشگاه ورزشی
483,Expected,Gym,Having gender-segregated gyms,,Specific,,,,,,,,,,,,,,,,,,داشتن باشگاه بدنسازی جداگانه برای زنان و مردان,باشگاه ورزشی
484,Normal,Gym,Having restrictions on clothing,male,Specific,,male,,,,,,,,مرد,,,,,,,مرد,محدودیت داشتن در پوشش,باشگاه ورزشی
485,Expected,Gym,Having restrictions on clothing in sports venues,female,Specific,,female,,,,,,,,زن,,,,,,,زن,محدودیت پوشاک در اماکن ورزشی,باشگاه ورزشی
486,Expected,Gym,Maintaining hygiene in the gym locker rooms,,General,,,,,,,,,,,,,,,,,,رعایت بهداشت در رختکن باشگاه,باشگاه ورزشی
487,Expected,Gym,Promoting healthy lifestyle and exercise,,General,,,,,,,,,,,,,,,,,,ترویج سبک زندگی سالم و ورزش,باشگاه ورزشی
488,Normal,Gym,Recognizing the importance of mental and physical health,,General,,,,,,,,,,,,,,,,,,اهمیت به سلامت روانی و جسمی,باشگاه ورزشی
489,Expected,Gym,Respecting each other and taking turns using the facilities,,General,,,,,,,,,,,,,,,,,,احترام گذاشتن به یکدیگر و رعایت نوبت در استفاده از امکانات,باشگاه ورزشی
490,Taboo,Gym,Showing violent behaviors,,General,,,,,,,,,,,,,,,,,,بروز دادن رفتارهای خشونت آمیز,باشگاه ورزشی
491,Expected,Gym,Wearing appropriate athletic clothing,,General,,,,,,,,,,,,,,,,,,پوشیدن لباس ورزشی مناسب,باشگاه ورزشی
492,Taboo,Gym,Wearing improper attire,,General,,,,,,,,,,,,,,,,,,داشتن پوشش نامناسب,باشگاه ورزشی
493,Expected,Haft-seen table,Setting the Haft-Seen table,,Specific,,,,,,,,,,,,,,,,,,چیدن سفره هفت سین,سفره هفت سین
494,Normal,Handicrafts workshop,Teaching traditional handicrafts to tourists,,General,,,,,,,,,,,,,,,,,,آموزش صنایع دستی سنتی به گردشگران,کارگاه صنایع دستی
495,Normal,Health tourism,Introducing medicinal and traditional herbs to health tourists,,Specific,,,,,,,,,,,,,,,,,,معرفی گیاهان دارویی و سنتی به گردشگران سلامت محور,گردشگری سلامت محور
496,Taboo,Highway,Driving at illegal speeds,,General,,,,,,,,,,,,,,,,,,رانندگی با سرعت غیرمجاز,بزرگراه
497,Taboo,Highway,Running a red light and ignoring speed limits,,General,,,,,,,,,,,,,,,,,,عبور از چراغ قرمز و عدم رعایت قوانین,بزرگراه
498,Expected,Historical caravanserai,Visiting a historical caravanserai,,General,,,,,,,,,,,,,,,,,,بازدید از کاروانسرای تاریخی,کاروانسرای تاریخی
499,Expected,Historical site,Emphasizing Islamic architecture and urbanism,,Specific,,,,,,,,,,,,,,,,,,توجه به معماری و شهرسازی اسلامی,آثار باستانی
500,Expected,Historical site,Introducing authentic Iranian customs to tourists as a guide,,Specific,,,,,,,,,,,,,,,,,,معرفی آداب اصیل ایرانی به گردشگران به عنوان راهنما,آثار باستانی
501,Expected,Historical site,Preserving cultural heritage,,General,,,,,,,,,,,,,,,,,,حفظ میراث فرهنگی در بناهای تاریخی,آثار باستانی
502,Expected,Historical site,Preserving historical sites,,General,,,,,,,,,,,,,,,,,,پاسداشت و حفظ آثار تاریخی ,آثار باستانی
503,Normal,Holidays,Decorating homes for major holidays,,General,,,,,,,,,,,,,,,,,,تزیین خانه برای تعطیلات بزرگ,تعطیلات
504,Normal,Holidays,Spending time outdoors,,General,,,,,,,,,,,,,,,,,,گذراندن وقت در فضای باز,تعطیلات
505,Normal,Holidays,Watching traditional movies,,General,,,,,,,,,,,,,,,,,,تماشای فیلم های سنتی,تعطیلات
506,Expected,Holy shrine,Accepting appropriate dress code change,,Specific,,,,,,,,,,,,,,,,,,پذیرفتن تغییر پوشش مناسب,حرم
507,Expected,Holy shrine,Congratulating religious occasions,Muslim,General,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,تبریک گفتن مناسبت های مذهبی,حرم
508,Taboo,Holy shrine,Congratulating religious occasions,Not Muslim,General,,,Not Muslim,,,,,,,,نامسلمان,,,,,,نامسلمان,تبریک گفتن مناسبت های مذهبی,حرم
509,Expected,Holy shrine,Covering hair with headscarf,female,Specific,,female,,,,,,,,زن,,,,,,,زن,پوشاندن موهای خود با روسری,حرم
510,Taboo,Holy shrine,Insulting religious sanctities,,General,,,,,,,,,,,,,,,,,,توهین به مقدسات مذهبی,حرم
511,Expected,Holy shrine,Maintaining silence,Muslim,General,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,رعایت سکوت,حرم
512,Taboo,Holy shrine,Not following dress code at religious sites,,Specific,,,,,,,,,,,,,,,,,,عدم تبعیت از آداب و رسوم پوشش در اماکن مذهبی,حرم
513,Taboo,Holy shrine,Not wearing a hijab at religious sites,female,Specific,,female,,,,,,,,زن,,,,,,,زن,نپوشیدن روسری در مکان‌های مذهبی,حرم
514,Expected,Holy shrine,Praying at Imam Reza's shrine,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,دعا کردن در حرم امام رضا,حرم
515,Normal,Holy shrine,Receiving votive food,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,گرفتن غذای نذری,حرم
516,Normal,Holy shrine,Reminding about improper hijab,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,تذکر دادن در مورد بدحجابی,حرم
517,Expected,Holy shrine,Respecting holy shrines,,General,,,,,,,,,,,,,,,,,,احترام به بقاع متبرکه,حرم
518,Expected,Holy shrine,Respecting others' religious faiths/beliefs,,General,,,,,,,,,,,,,,,,,,احترام به باورها و عقاید مذهبی دیگران,حرم
519,Expected,Holy shrine,Using respectful gestures/behavior,,General,,,,,,,,,,,,,,,,,,استفاده از حرکات و رفتارهای ادب آمیز,حرم
520,Expected,Holy shrine,Wearing chador at religious sites,female,Specific,,female,,,,,,,,زن,,,,,,,زن,پوشیدن چادر در اماکن مذهبی,حرم
521,Taboo,Holy shrine,Wearing chadors,male,Specific,,male,,,,,,,,مرد,,,,,,,مرد,پوشیدن چادر,حرم
